trial,case_id,family,mode,expected,choice,correct,score_eligible,confidence,input_tokens,output_tokens
930,exact_count-7-False-plain,exact_count,plain,3,3,True,True,0.58,415,80
931,exact_count-1-True-plain,exact_count,plain,2,2,True,True,0.9,416,80
932,conditional_truth-4-4-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
933,conditional_truth-0-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
934,conditional_truth-7-5-plain,conditional_truth,plain,no,no,True,True,1.0,394,42
935,conditional_truth-1-2-reversed,conditional_truth,reversed,yes,yes,True,True,1.0,393,42
936,conditional_truth-6-0-explicit,conditional_truth,explicit,no,no,True,True,1.0,421,42
937,conditional_truth-0-7-plain,conditional_truth,plain,yes,yes,True,True,0.99,393,42
938,multistep_math-5-True-reversed,multistep_math,reversed,2741,2625,False,True,0.4,415,60
939,conditional_truth-0-6-plain,conditional_truth,plain,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
940,conditional_truth-3-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
941,conditional_truth-7-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
942,exact_count-8-True-explicit,exact_count,explicit,4,3,False,True,0.32,441,80
943,conditional_truth-5-5-explicit,conditional_truth,explicit,no,no,True,True,1.0,419,42
944,conditional_truth-4-6-reversed,conditional_truth,reversed,cannot_be_determined,cannot_be_determined,True,True,1.0,393,46
945,exact_count-11-True-plain,exact_count,plain,0,0,True,True,1.0,416,80
946,multistep_math-2-False-explicit,multistep_math,explicit,97,97,True,True,0.56,396,51
947,exact_count-10-True-plain,exact_count,plain,7,7,True,True,1.0,418,80
948,exact_count-5-False-reversed,exact_count,reversed,4,3,False,True,0.6,412,80
949,multistep_math-0-True-explicit,multistep_math,explicit,21,17,False,True,0.67,416,49
950,conditional_truth-1-7-explicit,conditional_truth,explicit,yes,yes,True,True,1.0,418,42
951,conditional_truth-4-7-explicit,conditional_truth,explicit,yes,yes,True,True,0.99,418,42
952,multistep_math-1-True-explicit,multistep_math,explicit,37,37,True,True,0.74,416,49
953,conditional_truth-1-3-plain,conditional_truth,plain,yes,yes,True,True,1.0,393,42
954,exact_count-4-False-plain,exact_count,plain,3,2,False,True,0.62,412,80
