action,argmax_correct,choice,choice_is_argmax,confidence,correct,id,input_tokens,kind,latency_ms,output_tokens,regret,safe,split,state_id,valid,variant
straight,True,straight,True,0.59,True,development-016-original,617,ablation,320.27,38,0,True,development,development-016,True,original
straight,True,straight,True,0.67,True,development-004-local,594,ablation,346.19,38,0,True,development,development-004,True,local
,True,yes,True,0.63,True,development-023-progress-straight,473,atomic,347.8,31,,,development,development-023,True,progress
straight,True,straight,True,0.52,True,development-002-order-0-0,606,order,300.86,38,0,True,development,development-002,True,original
straight,False,straight,True,0.28,False,development-054-original,588,ablation,328.2,38,2,True,development,development-054,True,original
straight,False,north,True,0.29,False,development-045-absolute,494,ablation,314.22,38,2,True,development,development-045,True,absolute
straight,True,north,True,0.44,True,holdout-006-absolute,528,ablation,465.45,38,0,True,holdout,holdout-006,True,absolute
straight,True,straight,True,0.37,True,holdout-023-local,615,ablation,443.97,38,0,True,holdout,holdout-023,True,local
,True,yes,True,0.91,True,development-029-safe-left,461,atomic,356.43,31,,,development,development-029,True,safe
straight,True,straight,True,0.47,True,development-002-order-0-1,606,order,351.99,38,0,True,development,development-002,True,original
straight,False,straight,True,0.31,False,development-009-order-5-0,586,order,372.17,38,2,True,development,development-009,True,original
straight,False,straight,True,0.3,False,holdout-012-original,586,ablation,316.74,38,2,True,holdout,holdout-012,True,original
straight,True,straight,True,0.99,True,development-033-exact,593,ablation,309.38,38,0,True,development,development-033,True,exact
straight,False,straight,True,0.41,False,development-042-compact,481,ablation,281.91,38,2,True,development,development-042,True,compact
left,True,left,True,0.31,True,development-015-local,628,ablation,317.57,38,0,True,development,development-015,True,local
straight,True,north,True,0.7,True,holdout-021-absolute,500,ablation,342.04,38,0,True,holdout,holdout-021,True,absolute
straight,True,straight,True,0.61,True,holdout-019-original,624,ablation,538.47,38,0,True,holdout,holdout-019,True,original
left,False,left,True,0.09,False,holdout-004-original,623,ablation,348.17,38,,False,holdout,holdout-004,True,original
straight,True,straight,True,0.78,True,holdout-017-compact,510,ablation,338.3,38,0,True,holdout,holdout-017,True,compact
,True,yes,True,0.21,True,development-020-progress-straight,479,atomic,310.24,31,,,development,development-020,True,progress
straight,False,straight,True,0.12,False,development-017-original,594,ablation,433.02,38,2,True,development,development-017,True,original
,True,yes,True,0.09,True,development-000-safe-straight,479,atomic,308.72,31,,,development,development-000,True,safe
left,True,left,True,0.36,True,development-003-order-0-0,619,order,304.49,38,0,True,development,development-003,True,original
straight,True,straight,True,1.0,True,holdout-021-exact,584,ablation,321.71,38,0,True,holdout,holdout-021,True,exact
left,True,left,True,0.33,True,development-011-order-4-0,594,order,352.23,38,0,True,development,development-011,True,original
right,True,right,True,0.71,True,holdout-035-exact,564,ablation,330.73,38,0,True,holdout,holdout-035,True,exact
left,True,left,True,0.22,True,development-009-order-0-0,586,order,336.21,38,0,True,development,development-009,True,original
,True,yes,True,0.84,True,development-019-safe-left,455,atomic,327.66,31,,,development,development-019,True,safe
straight,True,straight,True,0.7,True,holdout-025-compact,492,ablation,344.65,38,0,True,holdout,holdout-025,True,compact
straight,True,straight,True,0.26,True,development-001-original,602,ablation,318.45,38,0,True,development,development-001,True,original
straight,True,straight,True,0.48,True,holdout-031-original,594,ablation,455.01,38,0,True,holdout,holdout-031,True,original
right,True,right,True,1.0,True,development-052-exact,563,ablation,426.28,38,0,True,development,development-052,True,exact
,True,yes,True,0.95,True,development-027-safe-right,467,atomic,386.97,31,,,development,development-027,True,safe
straight,True,straight,True,0.32,True,holdout-014-compact,493,ablation,447.37,38,0,True,holdout,holdout-014,True,compact
straight,False,straight,True,0.37,False,development-043-original,587,ablation,333.03,38,2,True,development,development-043,True,original
straight,False,straight,True,0.16,False,development-010-compact,491,ablation,334.9,38,2,True,development,development-010,True,compact
straight,False,straight,True,0.43,False,holdout-052-original,600,ablation,416.54,38,2,True,holdout,holdout-052,True,original
straight,True,straight,True,0.7,True,development-004-order-2-0,597,order,630.15,38,0,True,development,development-004,True,original
straight,True,straight,True,1.0,True,development-022-exact,568,ablation,308.42,38,0,True,development,development-022,True,exact
straight,True,straight,True,0.81,True,holdout-025-local,597,ablation,331.81,38,0,True,holdout,holdout-025,True,local
right,True,right,True,0.52,True,holdout-022-local,610,ablation,453.03,38,0,True,holdout,holdout-022,True,local
straight,False,straight,True,0.21,False,development-009-order-2-1,586,order,302.5,38,2,True,development,development-009,True,original
left,True,left,True,0.5,True,holdout-034-local,586,ablation,365.03,38,0,True,holdout,holdout-034,True,local
right,True,right,True,0.3,True,holdout-042-local,587,ablation,296.74,38,0,True,holdout,holdout-042,True,local
,True,yes,True,0.85,True,development-029-safe-right,461,atomic,357.61,31,,,development,development-029,True,safe
straight,True,straight,True,0.53,True,development-000-compact,519,ablation,283.06,38,0,True,development,development-000,True,compact
straight,False,straight,True,0.42,False,holdout-041-original,600,ablation,346.3,38,2,True,holdout,holdout-041,True,original
straight,True,straight,True,1.0,True,development-019-exact,574,ablation,321.61,38,0,True,development,development-019,True,exact
straight,True,straight,True,0.39,True,development-020-original,612,ablation,352.22,38,0,True,development,development-020,True,original
straight,True,straight,True,0.29,True,development-001-order-2-1,602,order,297.66,38,0,True,development,development-001,True,original
right,True,right,True,0.56,True,holdout-026-local,622,ablation,338.73,38,0,True,holdout,holdout-026,True,local
straight,True,straight,True,0.48,True,development-002-order-4-0,606,order,289.2,38,0,True,development,development-002,True,original
straight,True,west,True,0.31,True,holdout-013-absolute,517,ablation,319.3,38,0,True,holdout,holdout-013,True,absolute
straight,True,straight,True,0.38,True,development-037-original,618,ablation,323.43,38,0,True,development,development-037,True,original
,True,no,True,0.13,True,development-007-progress-left,482,atomic,369.36,31,,,development,development-007,True,progress
,True,yes,True,0.74,True,development-026-safe-right,467,atomic,316.31,31,,,development,development-026,True,safe
right,True,north,True,0.46,True,holdout-008-absolute,510,ablation,339.14,38,0,True,holdout,holdout-008,True,absolute
straight,True,straight,True,0.23,True,development-001-order-4-0,602,order,328.05,38,0,True,development,development-001,True,original
straight,True,straight,True,0.97,True,development-000-exact,603,ablation,415.75,38,0,True,development,development-000,True,exact
straight,True,straight,True,0.44,True,development-008-order-5-0,586,order,402.25,38,0,True,development,development-008,True,original
straight,True,straight,True,0.81,True,holdout-000-compact,493,ablation,488.55,38,0,True,holdout,holdout-000,True,compact
straight,True,straight,True,0.44,True,holdout-006-compact,528,ablation,385.51,38,0,True,holdout,holdout-006,True,compact
right,True,right,True,0.39,True,development-035-compact,505,ablation,342.34,38,0,True,development,development-035,True,compact
left,True,left,True,0.28,True,development-011-order-4-1,594,order,326.73,38,0,True,development,development-011,True,original
straight,False,straight,True,0.17,False,development-011-order-2-1,594,order,345.54,38,2,True,development,development-011,True,original
straight,False,straight,True,0.22,False,development-010-order-5-1,598,order,293.84,38,2,True,development,development-010,True,original
,True,no,True,0.96,True,development-003-safe-right,475,atomic,351.45,31,,,development,development-003,True,safe
left,False,east,True,0.08,False,development-058-absolute,486,ablation,311.74,38,2,True,development,development-058,True,absolute
straight,True,straight,True,1.0,True,development-004-exact,573,ablation,318.63,38,0,True,development,development-004,True,exact
straight,False,straight,True,0.24,False,development-009-order-4-1,586,order,370.65,38,2,True,development,development-009,True,original
straight,True,straight,True,0.38,True,development-001-order-5-0,602,order,327.85,38,0,True,development,development-001,True,original
left,False,left,True,0.23,False,development-002-order-2-0,606,order,304.36,38,2,True,development,development-002,True,original
right,True,right,True,0.25,True,development-035-original,612,ablation,388.17,38,0,True,development,development-035,True,original
straight,True,straight,True,0.17,True,development-024-original,618,ablation,302.52,38,0,True,development,development-024,True,original
,True,no,True,0.11,True,development-029-progress-left,473,atomic,357.43,31,,,development,development-029,True,progress
straight,True,straight,True,0.71,True,development-004-order-5-0,597,order,366.26,38,0,True,development,development-004,True,original
straight,True,straight,True,0.53,True,holdout-030-local,597,ablation,367.89,38,0,True,holdout,holdout-030,True,local
straight,False,east,True,0.54,False,holdout-036-absolute,487,ablation,346.93,38,2,True,holdout,holdout-036,True,absolute
straight,True,straight,True,0.29,True,holdout-043-local,594,ablation,394.82,38,0,True,holdout,holdout-043,True,local
,True,yes,True,0.88,True,development-005-safe-straight,461,atomic,272.54,31,,,development,development-005,True,safe
right,True,right,True,0.18,True,development-017-local,594,ablation,292.23,38,0,True,development,development-017,True,local
,True,yes,True,0.98,True,development-025-progress-straight,462,atomic,289.9,31,,,development,development-025,True,progress
straight,False,straight,True,0.24,False,development-054-compact,480,ablation,338.08,38,2,True,development,development-054,True,compact
left,True,left,True,0.99,True,development-050-exact,567,ablation,328.55,38,0,True,development,development-050,True,exact
straight,False,west,True,0.13,False,development-053-absolute,481,ablation,369.16,38,2,True,development,development-053,True,absolute
straight,True,straight,True,0.77,True,development-001-exact,581,ablation,298.75,38,0,True,development,development-001,True,exact
,True,yes,True,0.91,True,development-019-progress-straight,467,atomic,368.41,31,,,development,development-019,True,progress
straight,False,straight,True,0.28,False,development-048-original,588,ablation,311.34,38,2,True,development,development-048,True,original
right,True,right,True,1.0,True,development-048-exact,562,ablation,375.17,38,0,True,development,development-048,True,exact
right,True,west,True,0.48,True,holdout-057-absolute,480,ablation,349.64,38,0,True,holdout,holdout-057,True,absolute
straight,True,straight,True,0.57,True,development-004-order-4-1,597,order,324.83,38,0,True,development,development-004,True,original
straight,True,straight,True,0.37,True,development-031-original,617,ablation,305.69,38,0,True,development,development-031,True,original
,True,no,True,0.99,True,development-004-safe-left,453,atomic,358.02,31,,,development,development-004,True,safe
right,True,right,True,0.15,True,holdout-051-local,588,ablation,304.18,38,0,True,holdout,holdout-051,True,local
straight,True,straight,True,0.87,True,development-058-exact,568,ablation,284.97,38,0,True,development,development-058,True,exact
straight,True,east,True,0.62,True,development-001-absolute,495,ablation,310.31,38,0,True,development,development-001,True,absolute
,True,no,True,0.87,True,development-003-progress-straight,486,atomic,276.51,31,,,development,development-003,True,progress
straight,True,east,True,0.43,True,holdout-010-absolute,525,ablation,269.91,38,0,True,holdout,holdout-010,True,absolute
right,True,right,True,1.0,True,holdout-044-exact,568,ablation,335.24,38,0,True,holdout,holdout-044,True,exact
,True,yes,True,0.88,True,development-016-safe-straight,472,atomic,349.11,31,,,development,development-016,True,safe
straight,True,straight,True,0.45,True,development-001-order-1-1,602,order,330.29,38,0,True,development,development-001,True,original
,False,no,True,0.12,False,development-028-progress-straight,485,atomic,334.46,31,,,development,development-028,True,progress
straight,False,straight,True,0.15,False,development-010-order-3-0,598,order,352.13,38,2,True,development,development-010,True,original
