case_id,group,trial,question,expected,choice,correct,confidence,target_probability,top_probability,brier
transfer-job-checks,transfer,1596,walk,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
factor-inline-direct-1-1,factorial,1597,answer,drive,walk,False,0.91,0.01,0.94,1.8661999999999999
length-256-neutral-end-direct,length,1598,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
longtransfer-supplies-4096-start-checks,long_transfer,1599,bring,no,no,True,0.91,0.94,0.94,0.007200000000000007
longtransfer-supplies-4096-start-checks,long_transfer,1599,walk,yes,yes,True,0.97,0.99,0.99,0.0002000000000000002
factor-inline-goal-1-1,factorial,1600,answer,drive,drive,True,0.22,0.48,0.48,0.4344
factor-inline-goal-1-1,factorial,1601,answer,drive,drive,True,0.37,0.58,0.58,0.29840000000000005
length-8192-walking-end-checks,length,1602,bring,yes,yes,True,0.92,0.94,0.94,0.006200000000000007
length-8192-walking-end-checks,length,1602,walk,no,no,True,0.68,0.79,0.79,0.07459999999999999
batch-B,batching,1603,B,no,no,True,1.0,1.0,1.0,0.0
transfer-pickup-goal,transfer,1604,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-rrrrrr-algorithm,counting,1605,answer,6,6,True,0.57,0.62,0.62,0.2546
factor-inline-direct-1-0,factorial,1606,answer,drive,walk,False,0.77,0.08,0.85,1.5737999999999999
count-r-spaced,counting,1607,answer,1,1,True,0.99,0.99,0.99,0.0002000000000000002
length-256-neutral-start-checks,length,1608,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
length-256-neutral-start-checks,length,1608,walk,no,no,True,0.71,0.81,0.81,0.056599999999999984
length-1024-neutral-start-checks,length,1609,bring,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
length-1024-neutral-start-checks,length,1609,walk,no,no,True,0.72,0.81,0.81,0.060199999999999976
length-256-neutral-end-checks,length,1610,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-256-neutral-end-checks,length,1610,walk,no,no,True,0.57,0.72,0.72,0.1376
transfer-trade-checks,transfer,1611,bring,yes,no,False,0.59,0.26,0.73,1.0806
transfer-trade-checks,transfer,1611,walk,no,no,True,0.87,0.91,0.91,0.014599999999999995
count-banana-plain,counting,1612,answer,0,1,False,0.74,0.22,0.76,1.1864000000000001
count-strawberry-plain,counting,1613,answer,3,2,False,0.44,0.43,0.51,0.5868000000000001
length-256-neutral-end-checks,length,1614,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-256-neutral-end-checks,length,1614,walk,no,no,True,0.53,0.6799999999999999,0.6799999999999999,0.17360000000000006
length-8192-neutral-start-direct,length,1615,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
length-4096-walking-middle-checks,length,1616,bring,yes,yes,True,0.85,0.91,0.91,0.016199999999999992
length-4096-walking-middle-checks,length,1616,walk,no,no,True,0.62,0.74,0.74,0.11760000000000001
count-strawberry-spaced,counting,1617,answer,3,3,True,0.37,0.43,0.43,0.4726000000000001
count-banana-algorithm,counting,1618,answer,0,1,False,0.61,0.32,0.65,0.8857999999999999
length-8192-walking-end-direct,length,1619,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
transfer-oil-goal,transfer,1620,answer,drive,walk,False,0.61,0.19,0.81,1.3122000000000003
count-rrr-spaced,counting,1621,answer,3,3,True,0.99,1.0,1.0,0.0
factor-state-goal-0-1,factorial,1622,answer,drive,walk,False,0.23,0.39,0.61,0.7442
count-rrabr-plain,counting,1623,answer,3,3,True,0.53,0.58,0.58,0.3078
count-river-algorithm,counting,1624,answer,2,2,True,0.66,0.7,0.7,0.17420000000000002
longtransfer-pickup-512-end-checks,long_transfer,1625,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
longtransfer-pickup-512-end-checks,long_transfer,1625,walk,yes,yes,True,0.87,0.92,0.92,0.011399999999999993
batch-transport,batching,1626,transport,drive,walk,False,0.84,0.08,0.92,1.6928
count-banana-plain,counting,1627,answer,0,1,False,0.76,0.2,0.79,1.2642000000000002
count-r-spaced,counting,1628,answer,1,1,True,0.99,1.0,1.0,0.0
factor-inline-direct-0-1,factorial,1629,answer,drive,walk,False,0.89,0.06,0.94,1.7671999999999999
batch-A-B,batching,1630,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-A-B,batching,1630,B,no,no,True,0.99,1.0,1.0,0.0
length-256-walking-middle-direct,length,1631,answer,drive,walk,False,0.8,0.1,0.9,1.62
factor-inline-goal-1-0,factorial,1632,answer,drive,drive,True,0.27,0.51,0.51,0.4286
factor-inline-direct-0-1,factorial,1633,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
transfer-tires-checks,transfer,1634,bring,yes,yes,True,0.95,0.96,0.96,0.002600000000000003
transfer-tires-checks,transfer,1634,walk,no,no,True,0.96,0.97,0.97,0.0014000000000000017
factor-state-direct-0-1,factorial,1635,answer,drive,walk,False,0.9,0.05,0.95,1.805
longtransfer-pickup-4096-start-direct,long_transfer,1636,answer,walk,walk,True,0.9,0.95,0.95,0.0050000000000000044
length-256-neutral-start-direct,length,1637,answer,drive,walk,False,0.93,0.04,0.96,1.8432
count-rrabr-plain,counting,1638,answer,3,3,True,0.57,0.62,0.62,0.2546
transfer-wash-direct,transfer,1639,answer,drive,walk,False,0.36,0.32,0.68,0.9248000000000001
length-1024-walking-start-direct,length,1640,answer,drive,walk,False,0.92,0.04,0.96,1.8432
factor-state-direct-1-0,factorial,1641,answer,drive,walk,False,0.8,0.09,0.87,1.5866
count-raspberry-plain,counting,1642,answer,3,2,False,0.7,0.16,0.73,1.2486
length-256-walking-start-checks,length,1643,bring,yes,yes,True,0.87,0.91,0.91,0.014599999999999995
length-256-walking-start-checks,length,1643,walk,no,no,True,0.5,0.66,0.66,0.20219999999999996
count-cherry-plain,counting,1644,answer,2,2,True,0.81,0.84,0.84,0.03860000000000001
length-1024-neutral-middle-direct,length,1645,answer,drive,walk,False,0.98,0.01,0.99,1.9602
factor-state-goal-0-0,factorial,1646,answer,drive,walk,False,0.56,0.22,0.78,1.2168
transfer-inspection-direct,transfer,1647,answer,drive,walk,False,0.87,0.07,0.93,1.7298
factor-state-goal-1-0,factorial,1648,answer,drive,walk,False,0.7,0.17,0.8,1.3293000000000001
count-cherry-plain,counting,1649,answer,2,2,True,0.82,0.84,0.84,0.03860000000000001
factor-inline-direct-0-1,factorial,1650,answer,drive,walk,False,0.87,0.07,0.93,1.7298
length-0-neutral-start-direct,length,1651,answer,drive,walk,False,0.91,0.05,0.95,1.805
count-abracadabra-algorithm,counting,1652,answer,2,2,True,0.54,0.59,0.59,0.25560000000000005
options-described,options,1653,answer,drive,drive,True,0.44,0.72,0.72,0.15680000000000002
length-8192-neutral-middle-direct,length,1654,answer,drive,walk,False,0.95,0.03,0.97,1.8818
count-rrr-algorithm,counting,1655,answer,3,3,True,1.0,1.0,1.0,0.0
factor-state-goal-1-1,factorial,1656,answer,drive,walk,False,0.59,0.23,0.73,1.1274
count-rrabr-plain,counting,1657,answer,3,3,True,0.58,0.63,0.63,0.235
count-blueberry-plain,counting,1658,answer,2,1,False,0.87,0.04,0.88,1.7024
transfer-refund-direct,transfer,1659,answer,walk,walk,True,1.0,1.0,1.0,0.0
batch-A-B-transport,batching,1660,A,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
batch-A-B-transport,batching,1660,B,no,no,True,1.0,1.0,1.0,0.0
batch-A-B-transport,batching,1660,transport,drive,walk,False,0.83,0.08,0.92,1.6928
count-raspberry-algorithm,counting,1661,answer,3,2,False,0.67,0.2,0.71,1.1506
transfer-refund-direct,transfer,1662,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-r-plain,counting,1663,answer,1,1,True,0.99,0.99,0.99,0.0002000000000000002
count-RrR-algorithm,counting,1664,answer,3,3,True,0.99,1.0,1.0,0.0
batch-A-B,batching,1665,A,yes,yes,True,0.96,0.97,0.97,0.0018000000000000017
batch-A-B,batching,1665,B,no,no,True,1.0,1.0,1.0,0.0
count-rrabr-spaced,counting,1666,answer,3,4,False,0.64,0.11,0.67,1.2812000000000001
length-4096-neutral-end-checks,length,1667,bring,yes,yes,True,0.95,0.97,0.97,0.0014000000000000017
length-4096-neutral-end-checks,length,1667,walk,no,no,True,0.48,0.66,0.66,0.1934
count-rrabr-algorithm,counting,1668,answer,3,3,True,0.64,0.68,0.68,0.16399999999999995
factor-inline-direct-1-0,factorial,1669,answer,drive,walk,False,0.82,0.07,0.88,1.6418
batch-transport,batching,1670,transport,drive,walk,False,0.8,0.1,0.9,1.62
transfer-pickup-direct,transfer,1671,answer,walk,walk,True,0.96,0.98,0.98,0.0008000000000000008
factor-inline-direct-1-1,factorial,1672,answer,drive,walk,False,0.9,0.02,0.93,1.8278
transfer-weigh-goal,transfer,1673,answer,drive,walk,False,0.24,0.38,0.62,0.7688
count-banana-spaced,counting,1674,answer,0,0,True,0.96,0.97,0.97,0.0018000000000000017
length-0-neutral-start-checks,length,1675,bring,yes,yes,True,0.95,0.97,0.97,0.0014000000000000017
length-0-neutral-start-checks,length,1675,walk,no,no,True,0.68,0.79,0.79,0.06739999999999999
transfer-inspection-goal,transfer,1676,answer,drive,walk,False,0.85,0.08,0.92,1.6928
length-4096-walking-start-direct,length,1677,answer,drive,walk,False,0.96,0.02,0.98,1.9207999999999998
longtransfer-wash-512-start-checks,long_transfer,1678,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-wash-512-start-checks,long_transfer,1678,walk,no,no,True,0.96,0.98,0.98,0.0008000000000000008
length-4096-walking-middle-checks,length,1679,bring,yes,yes,True,0.87,0.91,0.91,0.014599999999999995
length-4096-walking-middle-checks,length,1679,walk,no,no,True,0.67,0.78,0.78,0.08539999999999999
length-4096-neutral-middle-checks,length,1680,bring,yes,yes,True,0.96,0.98,0.98,0.0006000000000000007
length-4096-neutral-middle-checks,length,1680,walk,no,yes,False,0.24,0.47,0.49,0.5226000000000001
count-rrabr-algorithm,counting,1681,answer,3,3,True,0.61,0.65,0.65,0.20839999999999997
factor-inline-goal-1-1,factorial,1682,answer,drive,drive,True,0.26,0.51,0.51,0.39659999999999995
count-r-plain,counting,1683,answer,1,1,True,0.99,1.0,1.0,0.0
factor-state-direct-0-0,factorial,1684,answer,drive,walk,False,0.84,0.08,0.92,1.6928
transfer-mobile-goal,transfer,1685,answer,walk,walk,True,1.0,1.0,1.0,0.0
factor-inline-direct-0-1,factorial,1686,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
transfer-weigh-direct,transfer,1687,answer,drive,walk,False,0.48,0.26,0.74,1.0952
transfer-mobile-goal,transfer,1688,answer,walk,walk,True,1.0,1.0,1.0,0.0
transfer-job-checks,transfer,1689,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-job-checks,transfer,1689,walk,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
transfer-tires-goal,transfer,1690,answer,drive,walk,False,0.61,0.2,0.8,1.2800000000000002
count-error-algorithm,counting,1691,answer,3,1,False,0.45,0.03,0.5,1.4026
length-8192-neutral-start-checks,length,1692,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-8192-neutral-start-checks,length,1692,walk,no,no,True,0.7,0.8,0.8,0.06719999999999998
longtransfer-supplies-4096-end-checks,long_transfer,1693,bring,no,no,True,0.73,0.82,0.82,0.061400000000000024
longtransfer-supplies-4096-end-checks,long_transfer,1693,walk,yes,yes,True,0.88,0.92,0.92,0.010399999999999993
transfer-wash-goal,transfer,1694,answer,drive,walk,False,0.47,0.27,0.73,1.0657999999999999
batch-B,batching,1695,B,no,no,True,0.99,1.0,1.0,0.0
factor-state-goal-0-1,factorial,1696,answer,drive,walk,False,0.23,0.39,0.61,0.7442
transfer-refund-direct,transfer,1697,answer,walk,walk,True,1.0,1.0,1.0,0.0
factor-state-direct-0-0,factorial,1698,answer,drive,walk,False,0.86,0.07,0.93,1.7298
factor-inline-direct-0-0,factorial,1699,answer,drive,walk,False,0.74,0.13,0.87,1.5138
factor-inline-goal-1-0,factorial,1700,answer,drive,drive,True,0.44,0.63,0.63,0.2474
transfer-job-goal,transfer,1701,answer,walk,walk,True,1.0,1.0,1.0,0.0
longtransfer-supplies-512-end-direct,long_transfer,1702,answer,walk,walk,True,1.0,1.0,1.0,0.0
factor-inline-goal-1-1,factorial,1703,answer,drive,drive,True,0.37,0.58,0.58,0.29340000000000005
longtransfer-wash-4096-start-checks,long_transfer,1704,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-wash-4096-start-checks,long_transfer,1704,walk,no,no,True,0.95,0.97,0.97,0.0018000000000000017
count-cherry-spaced,counting,1705,answer,2,2,True,0.67,0.71,0.71,0.14340000000000003
count-rrr-spaced,counting,1706,answer,3,3,True,0.99,1.0,1.0,0.0
count-raspberry-algorithm,counting,1707,answer,3,2,False,0.62,0.23,0.67,1.05
transfer-weigh-goal,transfer,1708,answer,drive,walk,False,0.04,0.48,0.52,0.5408000000000001
key-transport,question_key,1709,transport,drive,walk,False,0.9,0.05,0.95,1.805
longtransfer-inspection-4096-start-direct,long_transfer,1710,answer,drive,walk,False,0.82,0.09,0.91,1.6562000000000001
batch-A,batching,1711,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
length-8192-walking-middle-checks,length,1712,bring,yes,yes,True,0.82,0.88,0.88,0.0266
length-8192-walking-middle-checks,length,1712,walk,no,no,True,0.74,0.83,0.83,0.05180000000000001
count-rrr-algorithm,counting,1713,answer,3,3,True,1.0,1.0,1.0,0.0
length-256-neutral-middle-checks,length,1714,bring,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
length-256-neutral-middle-checks,length,1714,walk,no,no,True,0.62,0.74,0.74,0.11760000000000001
key-answer,question_key,1715,answer,drive,walk,False,0.9,0.05,0.95,1.805
longtransfer-inspection-512-start-direct,long_transfer,1716,answer,drive,walk,False,0.79,0.1,0.9,1.62
count-RrR-algorithm,counting,1717,answer,3,3,True,0.99,1.0,1.0,0.0
factor-state-direct-1-1,factorial,1718,answer,drive,walk,False,0.87,0.06,0.91,1.7126
length-256-walking-middle-checks,length,1719,bring,yes,yes,True,0.89,0.93,0.93,0.009799999999999993
length-256-walking-middle-checks,length,1719,walk,no,no,True,0.61,0.74,0.74,0.12140000000000001
count-qrzrpr-algorithm,counting,1720,answer,3,4,False,0.44,0.36,0.5,0.6702
count-river-algorithm,counting,1721,answer,2,2,True,0.74,0.78,0.78,0.09259999999999999
options-described,options,1722,answer,drive,drive,True,0.41,0.7,0.7,0.18000000000000002
longtransfer-wash-512-end-direct,long_transfer,1723,answer,drive,walk,False,0.95,0.02,0.98,1.9207999999999998
length-1024-walking-start-direct,length,1724,answer,drive,walk,False,0.86,0.07,0.93,1.7298
count-straberry-spaced,counting,1725,answer,3,3,True,0.42,0.48,0.48,0.3884
transfer-weigh-goal,transfer,1726,answer,drive,drive,True,0.04,0.52,0.52,0.4608
longtransfer-supplies-4096-end-checks,long_transfer,1727,bring,no,no,True,0.62,0.75,0.75,0.1202
longtransfer-supplies-4096-end-checks,long_transfer,1727,walk,yes,yes,True,0.94,0.96,0.96,0.002600000000000003
transfer-job-checks,transfer,1728,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-job-checks,transfer,1728,walk,yes,yes,True,0.98,0.99,0.99,0.0002000000000000002
longtransfer-inspection-4096-end-direct,long_transfer,1729,answer,drive,walk,False,1.0,0.0,1.0,2.0
factor-state-goal-0-0,factorial,1730,answer,drive,walk,False,0.64,0.18,0.82,1.3448
count-abracadabra-spaced,counting,1731,answer,2,3,False,0.42,0.28,0.47,0.7772
length-256-neutral-middle-direct,length,1732,answer,drive,walk,False,0.99,0.01,0.99,1.9602
transfer-tires-direct,transfer,1733,answer,drive,walk,False,0.26,0.37,0.63,0.7938000000000001
count-RrR-algorithm,counting,1734,answer,3,3,True,0.99,1.0,1.0,0.0
transfer-refund-goal,transfer,1735,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-1024-neutral-start-direct,length,1736,answer,drive,walk,False,0.89,0.06,0.94,1.7671999999999999
length-4096-neutral-end-direct,length,1737,answer,drive,walk,False,0.97,0.02,0.98,1.9207999999999998
length-8192-neutral-end-checks,length,1738,bring,yes,yes,True,0.96,0.97,0.97,0.0014000000000000017
length-8192-neutral-end-checks,length,1738,walk,no,no,True,0.42,0.61,0.61,0.27020000000000005
length-256-neutral-end-direct,length,1739,answer,drive,walk,False,0.98,0.01,0.99,1.9602
factor-state-direct-0-0,factorial,1740,answer,drive,walk,False,0.84,0.08,0.92,1.6928
transfer-receipt-goal,transfer,1741,answer,walk,walk,True,1.0,1.0,1.0,0.0
factor-state-direct-0-1,factorial,1742,answer,drive,walk,False,0.92,0.04,0.96,1.8432
length-4096-neutral-middle-checks,length,1743,bring,yes,yes,True,0.95,0.96,0.96,0.002600000000000003
length-4096-neutral-middle-checks,length,1743,walk,no,no,True,0.23,0.49,0.49,0.4826
factor-state-goal-1-1,factorial,1744,answer,drive,walk,False,0.45,0.3,0.63,0.8917999999999999
longtransfer-pickup-512-end-checks,long_transfer,1745,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
longtransfer-pickup-512-end-checks,long_transfer,1745,walk,yes,yes,True,0.94,0.97,0.97,0.0018000000000000017
factor-inline-direct-0-0,factorial,1746,answer,drive,walk,False,0.79,0.1,0.9,1.62
factor-inline-direct-1-1,factorial,1747,answer,drive,walk,False,0.89,0.02,0.92,1.8104
longtransfer-wash-4096-end-checks,long_transfer,1748,bring,yes,yes,True,0.99,0.99,0.99,0.0002000000000000002
longtransfer-wash-4096-end-checks,long_transfer,1748,walk,no,no,True,0.91,0.94,0.94,0.006200000000000007
length-8192-walking-start-direct,length,1749,answer,drive,walk,False,0.83,0.09,0.91,1.6562000000000001
transfer-trade-direct,transfer,1750,answer,drive,walk,False,0.32,0.34,0.66,0.8712
length-1024-neutral-end-direct,length,1751,answer,drive,walk,False,0.98,0.01,0.99,1.9602
length-4096-walking-middle-checks,length,1752,bring,yes,yes,True,0.87,0.92,0.92,0.012799999999999994
length-4096-walking-middle-checks,length,1752,walk,no,no,True,0.51,0.67,0.67,0.19979999999999998
transfer-weigh-checks,transfer,1753,bring,yes,yes,True,0.95,0.97,0.97,0.0018000000000000017
transfer-weigh-checks,transfer,1753,walk,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-mobile-checks,transfer,1754,bring,no,no,True,0.98,0.99,0.99,0.0002000000000000002
transfer-mobile-checks,transfer,1754,walk,yes,yes,True,0.91,0.95,0.95,0.0050000000000000044
transfer-tires-goal,transfer,1755,answer,drive,walk,False,0.69,0.15,0.85,1.4449999999999998
factor-inline-goal-0-1,factorial,1756,answer,drive,drive,True,0.11,0.55,0.55,0.40499999999999997
count-rrabr-spaced,counting,1757,answer,3,4,False,0.63,0.12,0.68,1.2694
factor-inline-goal-1-1,factorial,1758,answer,drive,drive,True,0.39,0.59,0.59,0.2786
count-error-spaced,counting,1759,answer,3,2,False,0.67,0.21,0.71,1.1332
count-rrabr-algorithm,counting,1760,answer,3,3,True,0.61,0.65,0.65,0.1988
batch-transport,batching,1761,transport,drive,walk,False,0.86,0.07,0.93,1.7298
count-rrabr-plain,counting,1762,answer,3,3,True,0.58,0.63,0.63,0.2298
count-RrR-plain,counting,1763,answer,3,3,True,0.97,0.98,0.98,0.0006000000000000007
factor-state-direct-1-0,factorial,1764,answer,drive,walk,False,0.72,0.13,0.82,1.4318
length-256-neutral-start-direct,length,1765,answer,drive,walk,False,0.79,0.1,0.9,1.62
transfer-job-direct,transfer,1766,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-8192-neutral-middle-checks,length,1767,bring,yes,yes,True,0.97,0.98,0.98,0.0006000000000000007
length-8192-neutral-middle-checks,length,1767,walk,no,no,True,0.52,0.68,0.68,0.18739999999999996
factor-state-direct-1-0,factorial,1768,answer,drive,walk,False,0.83,0.06,0.89,1.6782
transfer-oil-checks,transfer,1769,bring,yes,yes,True,0.92,0.94,0.94,0.005600000000000007
transfer-oil-checks,transfer,1769,walk,no,no,True,0.98,0.99,0.99,0.0002000000000000002
factor-inline-goal-0-1,factorial,1770,answer,drive,drive,True,0.32,0.66,0.66,0.23120000000000002
factor-state-direct-1-1,factorial,1771,answer,drive,walk,False,0.86,0.07,0.9,1.6758
count-rrabr-plain,counting,1772,answer,3,3,True,0.54,0.58,0.58,0.3014
count-rrabr-algorithm,counting,1773,answer,3,3,True,0.63,0.67,0.67,0.17539999999999997
transfer-weigh-direct,transfer,1774,answer,drive,walk,False,0.62,0.19,0.81,1.3122000000000003
count-banana-plain,counting,1775,answer,0,1,False,0.5,0.43,0.56,0.6386000000000002
length-1024-walking-middle-checks,length,1776,bring,yes,yes,True,0.85,0.9,0.9,0.019999999999999997
length-1024-walking-middle-checks,length,1776,walk,no,no,True,0.69,0.79,0.79,0.07739999999999998
count-r-plain,counting,1777,answer,1,1,True,0.99,1.0,1.0,0.0
longtransfer-inspection-512-end-direct,long_transfer,1778,answer,drive,walk,False,0.99,0.0,1.0,2.0
factor-inline-direct-0-1,factorial,1779,answer,drive,walk,False,0.82,0.09,0.91,1.6562000000000001
longtransfer-wash-4096-end-direct,long_transfer,1780,answer,drive,walk,False,0.98,0.01,0.99,1.9602
batch-A,batching,1781,A,yes,yes,True,0.96,0.97,0.97,0.0018000000000000017
length-4096-walking-end-direct,length,1782,answer,drive,walk,False,0.93,0.03,0.97,1.8818
batch-A-B,batching,1783,A,yes,yes,True,0.96,0.97,0.97,0.0018000000000000017
batch-A-B,batching,1783,B,no,no,True,0.99,1.0,1.0,0.0
transfer-receipt-checks,transfer,1784,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-receipt-checks,transfer,1784,walk,yes,yes,True,0.99,1.0,1.0,0.0
batch-A,batching,1785,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-transport,batching,1786,transport,drive,walk,False,0.84,0.08,0.92,1.6928
count-strawberry-plain,counting,1787,answer,3,2,False,0.45,0.42,0.51,0.5990000000000001
length-0-neutral-start-direct,length,1788,answer,drive,walk,False,0.93,0.03,0.97,1.8818
factor-inline-direct-0-0,factorial,1789,answer,drive,walk,False,0.8,0.1,0.9,1.62
key-answer,question_key,1790,answer,drive,walk,False,0.83,0.08,0.92,1.6928
length-4096-walking-end-direct,length,1791,answer,drive,walk,False,0.95,0.03,0.97,1.8818
count-strawberries-algorithm,counting,1792,answer,3,2,False,0.41,0.34,0.48,0.6809999999999998
transfer-mobile-checks,transfer,1793,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-mobile-checks,transfer,1793,walk,yes,yes,True,0.92,0.94,0.94,0.006200000000000007
transfer-pickup-goal,transfer,1794,answer,walk,walk,True,1.0,1.0,1.0,0.0
count-strawberries-spaced,counting,1795,answer,3,4,False,0.31,0.16,0.38,0.9107999999999999
transfer-refund-checks,transfer,1796,bring,no,no,True,1.0,1.0,1.0,0.0
transfer-refund-checks,transfer,1796,walk,yes,yes,True,0.99,1.0,1.0,0.0
length-8192-walking-middle-checks,length,1797,bring,yes,yes,True,0.83,0.88,0.88,0.0266
length-8192-walking-middle-checks,length,1797,walk,no,no,True,0.69,0.79,0.79,0.07739999999999998
length-4096-walking-end-checks,length,1798,bring,yes,yes,True,0.9,0.94,0.94,0.006200000000000007
length-4096-walking-end-checks,length,1798,walk,no,no,True,0.53,0.6799999999999999,0.6799999999999999,0.17360000000000006
count-rrrrrr-spaced,counting,1799,answer,6,6,True,0.96,0.97,0.97,0.0014000000000000017
count-rrr-plain,counting,1800,answer,3,3,True,1.0,1.0,1.0,0.0
factor-state-direct-0-0,factorial,1801,answer,drive,walk,False,0.87,0.06,0.94,1.7671999999999999
factor-inline-direct-0-0,factorial,1802,answer,drive,walk,False,0.81,0.1,0.9,1.62
rule-feasibility,options,1803,answer,drive,walk,False,0.98,0.01,0.99,1.9602
factor-state-direct-1-1,factorial,1804,answer,drive,walk,False,0.88,0.06,0.92,1.7304
count-strawberry-algorithm,counting,1805,answer,3,2,False,0.46,0.41,0.51,0.6114
transfer-oil-checks,transfer,1806,bring,yes,yes,True,0.93,0.95,0.95,0.0038000000000000043
transfer-oil-checks,transfer,1806,walk,no,no,True,0.99,0.99,0.99,0.0002000000000000002
count-rrabr-algorithm,counting,1807,answer,3,3,True,0.6,0.64,0.64,0.2114
options-described,options,1808,answer,drive,drive,True,0.37,0.69,0.69,0.19220000000000004
count-straberry-plain,counting,1809,answer,3,3,True,0.43,0.49,0.49,0.4208
factor-inline-goal-1-0,factorial,1810,answer,drive,drive,True,0.43,0.62,0.62,0.2616
count-strawberry-algorithm,counting,1811,answer,3,2,False,0.44,0.41,0.5,0.6016
transfer-inspection-direct,transfer,1812,answer,drive,walk,False,0.74,0.13,0.87,1.5138
factor-inline-direct-1-0,factorial,1813,answer,drive,walk,False,0.74,0.09,0.82,1.5086
length-8192-walking-middle-checks,length,1814,bring,yes,yes,True,0.87,0.91,0.91,0.014599999999999995
length-8192-walking-middle-checks,length,1814,walk,no,no,True,0.72,0.81,0.81,0.06209999999999998
longtransfer-supplies-4096-end-direct,long_transfer,1815,answer,walk,walk,True,1.0,1.0,1.0,0.0
transfer-pickup-checks,transfer,1816,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-pickup-checks,transfer,1816,walk,yes,yes,True,0.88,0.92,0.92,0.010399999999999993
factor-state-goal-0-0,factorial,1817,answer,drive,walk,False,0.54,0.23,0.77,1.1858
length-256-walking-start-direct,length,1818,answer,drive,walk,False,0.92,0.04,0.96,1.8432
factor-state-direct-0-0,factorial,1819,answer,drive,walk,False,0.79,0.1,0.9,1.62
factor-state-direct-1-0,factorial,1820,answer,drive,walk,False,0.82,0.08,0.88,1.6224
count-rrrrrr-spaced,counting,1821,answer,6,6,True,0.95,0.96,0.96,0.002600000000000003
factor-inline-goal-1-1,factorial,1822,answer,drive,drive,True,0.44,0.63,0.63,0.2274
batch-A-B,batching,1823,A,yes,yes,True,0.97,0.98,0.98,0.0008000000000000008
batch-A-B,batching,1823,B,no,no,True,0.99,1.0,1.0,0.0
count-blueberry-spaced,counting,1824,answer,2,1,False,0.7,0.26,0.73,1.0806
longtransfer-wash-4096-start-checks,long_transfer,1825,bring,yes,yes,True,0.99,1.0,1.0,0.0
longtransfer-wash-4096-start-checks,long_transfer,1825,walk,no,no,True,0.92,0.94,0.94,0.006200000000000007
factor-state-direct-1-0,factorial,1826,answer,drive,walk,False,0.77,0.11,0.84,1.5002
factor-inline-direct-0-1,factorial,1827,answer,drive,walk,False,0.88,0.06,0.94,1.7671999999999999
count-rrrrrr-algorithm,counting,1828,answer,6,6,True,0.53,0.58,0.58,0.3008
count-strawberry-spaced,counting,1829,answer,3,3,True,0.45,0.5,0.5,0.3554
transfer-mobile-checks,transfer,1830,bring,no,no,True,0.99,0.99,0.99,0.0002000000000000002
transfer-mobile-checks,transfer,1830,walk,yes,yes,True,0.86,0.9,0.9,0.018199999999999994
batch-transport,batching,1831,transport,drive,walk,False,0.87,0.07,0.93,1.7298
count-RrR-plain,counting,1832,answer,3,3,True,0.98,0.99,0.99,0.0002000000000000002
factor-state-goal-0-0,factorial,1833,answer,drive,walk,False,0.4,0.3,0.7,0.9799999999999999
transfer-supplies-direct,transfer,1834,answer,walk,walk,True,1.0,1.0,1.0,0.0
length-1024-neutral-start-direct,length,1835,answer,drive,walk,False,0.89,0.05,0.95,1.805
transfer-oil-direct,transfer,1836,answer,drive,drive,True,0.08,0.54,0.54,0.42319999999999997
longtransfer-supplies-4096-end-checks,long_transfer,1837,bring,no,no,True,0.81,0.87,0.87,0.031400000000000004
longtransfer-supplies-4096-end-checks,long_transfer,1837,walk,yes,yes,True,0.88,0.92,0.92,0.010399999999999993
